user_id,category,score_1,score_2,revenue
82,B,67.06604953678462,27.801900705664394,1793.428763662931
83,A,58.735894156353794,20.642755000355407,1858.9350991835354
84,A,50.091443457401375,22.747881725313338,1414.2537531935018
85,B,46.34460703167457,13.645640965619801,1504.210615822239
86,C,56.49086732629106,31.945179786962314,1676.7305137858161
87,A,37.77126463324693,29.217068791602664,1552.2209646185652
88,B,55.36336032382065,26.81717745475852,1784.5044709199915
89,A,40.85309068738722,24.143829888024374,1313.054560758808
90,A,56.205482159617354,20.07571639129932,1429.209332935289
91,A,48.39062623136937,22.210370084333658,1755.9285355633278
92,A,46.117356010233856,25.24009871997476,1053.7583731079108
93,C,41.14487626171152,16.857151262621468,1725.4552187256495
94,A,46.43254974231806,17.777506278904088,1403.860649007919
95,A,55.56121798533965,11.65433820454734,1554.6996140553374
96,A,60.43860610918658,16.140904611216225,1467.9175408678352
97,C,55.26448161334696,28.306508653040773,1543.005719026307
98,A,63.63886524417105,18.328764544248163,1890.6162976378935
99,A,75.39162716269333,18.41076546744708,1908.0888919197414
